test_id,suite,group,phase,confidence,diagnostic,source_junit,outcome,outcome_index,junit_classname,junit_name,evidence_kind,source_log,log_line,evidence_note
test/python/test_rmsnorm.py::test_rmsnorm_kernel_config[dram-fp32-half],pytest,Missing rsqrt header,emulator JIT compilation,high (observed diagnostic),/tmp/default/ttlang_kernel_compute_8ff1faa5.cpp:30:10: fatal error: 'ckernel_sfpu_rsqrt.h' file not found,pytest-report.xml,failure,1,python.test_rmsnorm,test_rmsnorm_kernel_config[dram-fp32-half],junit+exact-pytest-failure-block,pytest.log,127454,Exact parametrized heading and traceback source/function match JUnit
test/python/test_rmsnorm.py::test_rmsnorm_kernel_config[dram-bf16-full],pytest,Missing rsqrt header,emulator JIT compilation,high (observed diagnostic),/tmp/default/ttlang_kernel_compute_8ff1faa5.cpp:30:10: fatal error: 'ckernel_sfpu_rsqrt.h' file not found,pytest-report.xml,failure,1,python.test_rmsnorm,test_rmsnorm_kernel_config[dram-bf16-full],junit+exact-pytest-failure-block,pytest.log,127978,Exact parametrized heading and traceback source/function match JUnit
test/python/test_rmsnorm.py::test_rmsnorm_kernel_config[dram-fp32-full],pytest,Missing rsqrt header,emulator JIT compilation,high (observed diagnostic),/tmp/default/ttlang_kernel_compute_8ff1faa5.cpp:30:10: fatal error: 'ckernel_sfpu_rsqrt.h' file not found,pytest-report.xml,failure,1,python.test_rmsnorm,test_rmsnorm_kernel_config[dram-fp32-full],junit+exact-pytest-failure-block,pytest.log,128502,Exact parametrized heading and traceback source/function match JUnit
test/python/test_rmsnorm.py::test_rmsnorm_kernel_config[l1-bf16-half],pytest,JIT compilation failure (detailed cause unavailable),emulator JIT compilation,high (compilation failure observed; detailed cause not inferred),RuntimeError: jit_compile_kernel: compiler failed (exit 256) for kernel: /tmp/default/ttlang_kernel_compute_8ff1faa5.cpp,pytest-report.xml,failure,1,python.test_rmsnorm,test_rmsnorm_kernel_config[l1-bf16-half],junit,,,Exact parametrized heading and traceback source/function match JUnit; no classifiable diagnostic was captured in that block
test/python/test_rmsnorm.py::test_rmsnorm_kernel_config[l1-fp32-half],pytest,JIT compilation failure (detailed cause unavailable),emulator JIT compilation,high (compilation failure observed; detailed cause not inferred),RuntimeError: jit_compile_kernel: compiler failed (exit 256) for kernel: /tmp/default/ttlang_kernel_compute_8ff1faa5.cpp,pytest-report.xml,failure,1,python.test_rmsnorm,test_rmsnorm_kernel_config[l1-fp32-half],junit,,,Exact parametrized heading and traceback source/function match JUnit; no classifiable diagnostic was captured in that block
test/python/test_rmsnorm.py::test_rmsnorm_kernel_config[l1-bf16-full],pytest,JIT compilation failure (detailed cause unavailable),emulator JIT compilation,high (compilation failure observed; detailed cause not inferred),RuntimeError: jit_compile_kernel: compiler failed (exit 256) for kernel: /tmp/default/ttlang_kernel_compute_8ff1faa5.cpp,pytest-report.xml,failure,1,python.test_rmsnorm,test_rmsnorm_kernel_config[l1-bf16-full],junit,,,Exact parametrized heading and traceback source/function match JUnit; no classifiable diagnostic was captured in that block
test/python/test_rmsnorm.py::test_rmsnorm_kernel_config[l1-fp32-full],pytest,JIT compilation failure (detailed cause unavailable),emulator JIT compilation,high (compilation failure observed; detailed cause not inferred),RuntimeError: jit_compile_kernel: compiler failed (exit 256) for kernel: /tmp/default/ttlang_kernel_compute_8ff1faa5.cpp,pytest-report.xml,failure,1,python.test_rmsnorm,test_rmsnorm_kernel_config[l1-fp32-full],junit,,,Exact parametrized heading and traceback source/function match JUnit; no classifiable diagnostic was captured in that block
test/python/test_rmsnorm.py::test_rmsnorm_five_tile_fp32_dest[dram],pytest,Missing rsqrt header,emulator JIT compilation,high (observed diagnostic),/tmp/default/ttlang_kernel_compute_932cc7cd.cpp:30:10: fatal error: 'ckernel_sfpu_rsqrt.h' file not found,pytest-report.xml,failure,1,python.test_rmsnorm,test_rmsnorm_five_tile_fp32_dest[dram],junit+exact-pytest-failure-block,pytest.log,131070,Exact parametrized heading and traceback source/function match JUnit
test/python/test_rmsnorm.py::test_rmsnorm_five_tile_fp32_dest[l1],pytest,JIT compilation failure (detailed cause unavailable),emulator JIT compilation,high (compilation failure observed; detailed cause not inferred),RuntimeError: jit_compile_kernel: compiler failed (exit 256) for kernel: /tmp/default/ttlang_kernel_compute_932cc7cd.cpp,pytest-report.xml,failure,1,python.test_rmsnorm,test_rmsnorm_five_tile_fp32_dest[l1],junit,,,Exact parametrized heading and traceback source/function match JUnit; no classifiable diagnostic was captured in that block
test/python/test_rmsnorm.py::test_rmsnorm_matches_materialized[dram],pytest,JIT compilation failure (detailed cause unavailable),emulator JIT compilation,high (compilation failure observed; detailed cause not inferred),RuntimeError: jit_compile_kernel: compiler failed (exit 256) for kernel: /tmp/default/ttlang_kernel_compute_86000aee.cpp,pytest-report.xml,failure,1,python.test_rmsnorm,test_rmsnorm_matches_materialized[dram],junit,,,Exact parametrized heading and traceback source/function match JUnit; no classifiable diagnostic was captured in that block
test/python/test_rmsnorm.py::test_rmsnorm_matches_materialized[l1],pytest,JIT compilation failure (detailed cause unavailable),emulator JIT compilation,high (compilation failure observed; detailed cause not inferred),RuntimeError: jit_compile_kernel: compiler failed (exit 256) for kernel: /tmp/default/ttlang_kernel_compute_86000aee.cpp,pytest-report.xml,failure,1,python.test_rmsnorm,test_rmsnorm_matches_materialized[l1],junit,,,Exact parametrized heading and traceback source/function match JUnit; no classifiable diagnostic was captured in that block
test/python/test_user_dfb_reuse.py::test_synchronized_reset_terminates_producer_epoch[dram-one-core-selected-bf16],pytest,JIT RISC-V / DFB reset-reconfiguration,emulator JIT compilation,high (observed diagnostic),/tmp/default/ttlang_kernel_write_fbee8f8c.cpp:68:16: error: invalid instruction mnemonic 'sw',pytest-report.xml,failure,1,python.test_user_dfb_reuse,test_synchronized_reset_terminates_producer_epoch[dram-one-core-selected-bf16],junit+exact-pytest-failure-block,pytest.log,132640,Exact parametrized heading and traceback source/function match JUnit
test/python/test_user_dfb_reuse.py::test_synchronized_reset_terminates_producer_epoch[dram-one-core-selected-f32],pytest,JIT RISC-V / DFB reset-reconfiguration,emulator JIT compilation,high (observed diagnostic),/tmp/default/ttlang_kernel_write_eb5c0ae3.cpp:68:16: error: invalid instruction mnemonic 'sw',pytest-report.xml,failure,1,python.test_user_dfb_reuse,test_synchronized_reset_terminates_producer_epoch[dram-one-core-selected-f32],junit+exact-pytest-failure-block,pytest.log,133795,Exact parametrized heading and traceback source/function match JUnit
test/python/test_user_dfb_reuse.py::test_synchronized_reset_terminates_producer_epoch[dram-one-core-all-bf16],pytest,JIT RISC-V / DFB reset-reconfiguration,emulator JIT compilation,high (observed diagnostic),/tmp/default/ttlang_kernel_write_da9d0359.cpp:68:16: error: invalid instruction mnemonic 'sw',pytest-report.xml,failure,1,python.test_user_dfb_reuse,test_synchronized_reset_terminates_producer_epoch[dram-one-core-all-bf16],junit+exact-pytest-failure-block,pytest.log,134950,Exact parametrized heading and traceback source/function match JUnit
test/python/test_user_dfb_reuse.py::test_synchronized_reset_terminates_producer_epoch[dram-one-core-all-f32],pytest,JIT RISC-V / DFB reset-reconfiguration,emulator JIT compilation,high (observed diagnostic),/tmp/default/ttlang_kernel_write_5e81539d.cpp:68:16: error: invalid instruction mnemonic 'sw',pytest-report.xml,failure,1,python.test_user_dfb_reuse,test_synchronized_reset_terminates_producer_epoch[dram-one-core-all-f32],junit+exact-pytest-failure-block,pytest.log,136108,Exact parametrized heading and traceback source/function match JUnit
test/python/test_user_dfb_reuse.py::test_synchronized_reset_terminates_producer_epoch[dram-two-core-selected-bf16],pytest,JIT compilation failure (detailed cause unavailable),emulator JIT compilation,high (compilation failure observed; detailed cause not inferred),RuntimeError: jit_compile_kernel: compiler failed (exit 256) for kernel: /tmp/default/ttlang_kernel_compute_5a92990f.cpp,pytest-report.xml,failure,1,python.test_user_dfb_reuse,test_synchronized_reset_terminates_producer_epoch[dram-two-core-selected-bf16],junit,,,Exact parametrized heading and traceback source/function match JUnit; no classifiable diagnostic was captured in that block
test/python/test_user_dfb_reuse.py::test_synchronized_reset_terminates_producer_epoch[dram-two-core-selected-f32],pytest,JIT compilation failure (detailed cause unavailable),emulator JIT compilation,high (compilation failure observed; detailed cause not inferred),RuntimeError: jit_compile_kernel: compiler failed (exit 256) for kernel: /tmp/default/ttlang_kernel_compute_5a92990f.cpp,pytest-report.xml,failure,1,python.test_user_dfb_reuse,test_synchronized_reset_terminates_producer_epoch[dram-two-core-selected-f32],junit,,,Exact parametrized heading and traceback source/function match JUnit; no classifiable diagnostic was captured in that block
test/python/test_user_dfb_reuse.py::test_synchronized_reset_terminates_producer_epoch[dram-two-core-all-bf16],pytest,JIT compilation failure (detailed cause unavailable),emulator JIT compilation,high (compilation failure observed; detailed cause not inferred),RuntimeError: jit_compile_kernel: compiler failed (exit 256) for kernel: /tmp/default/ttlang_kernel_compute_9b69f69c.cpp,pytest-report.xml,failure,1,python.test_user_dfb_reuse,test_synchronized_reset_terminates_producer_epoch[dram-two-core-all-bf16],junit,,,Exact parametrized heading and traceback source/function match JUnit; no classifiable diagnostic was captured in that block
test/python/test_user_dfb_reuse.py::test_synchronized_reset_terminates_producer_epoch[dram-two-core-all-f32],pytest,JIT compilation failure (detailed cause unavailable),emulator JIT compilation,high (compilation failure observed; detailed cause not inferred),RuntimeError: jit_compile_kernel: compiler failed (exit 256) for kernel: /tmp/default/ttlang_kernel_compute_9b69f69c.cpp,pytest-report.xml,failure,1,python.test_user_dfb_reuse,test_synchronized_reset_terminates_producer_epoch[dram-two-core-all-f32],junit,,,Exact parametrized heading and traceback source/function match JUnit; no classifiable diagnostic was captured in that block
test/python/test_user_dfb_reuse.py::test_synchronized_reset_terminates_producer_epoch[l1-one-core-selected-bf16],pytest,JIT compilation failure (detailed cause unavailable),emulator JIT compilation,high (compilation failure observed; detailed cause not inferred),RuntimeError: jit_compile_kernel: compiler failed (exit 256) for kernel: /tmp/default/ttlang_kernel_compute_5a92990f.cpp,pytest-report.xml,failure,1,python.test_user_dfb_reuse,test_synchronized_reset_terminates_producer_epoch[l1-one-core-selected-bf16],junit,,,Exact parametrized heading and traceback source/function match JUnit; no classifiable diagnostic was captured in that block
test/python/test_user_dfb_reuse.py::test_synchronized_reset_terminates_producer_epoch[l1-one-core-selected-f32],pytest,JIT compilation failure (detailed cause unavailable),emulator JIT compilation,high (compilation failure observed; detailed cause not inferred),RuntimeError: jit_compile_kernel: compiler failed (exit 256) for kernel: /tmp/default/ttlang_kernel_compute_5a92990f.cpp,pytest-report.xml,failure,1,python.test_user_dfb_reuse,test_synchronized_reset_terminates_producer_epoch[l1-one-core-selected-f32],junit,,,Exact parametrized heading and traceback source/function match JUnit; no classifiable diagnostic was captured in that block
test/python/test_user_dfb_reuse.py::test_synchronized_reset_terminates_producer_epoch[l1-one-core-all-bf16],pytest,JIT compilation failure (detailed cause unavailable),emulator JIT compilation,high (compilation failure observed; detailed cause not inferred),RuntimeError: jit_compile_kernel: compiler failed (exit 256) for kernel: /tmp/default/ttlang_kernel_compute_9b69f69c.cpp,pytest-report.xml,failure,1,python.test_user_dfb_reuse,test_synchronized_reset_terminates_producer_epoch[l1-one-core-all-bf16],junit,,,Exact parametrized heading and traceback source/function match JUnit; no classifiable diagnostic was captured in that block
test/python/test_user_dfb_reuse.py::test_synchronized_reset_terminates_producer_epoch[l1-one-core-all-f32],pytest,JIT compilation failure (detailed cause unavailable),emulator JIT compilation,high (compilation failure observed; detailed cause not inferred),RuntimeError: jit_compile_kernel: compiler failed (exit 256) for kernel: /tmp/default/ttlang_kernel_compute_9b69f69c.cpp,pytest-report.xml,failure,1,python.test_user_dfb_reuse,test_synchronized_reset_terminates_producer_epoch[l1-one-core-all-f32],junit,,,Exact parametrized heading and traceback source/function match JUnit; no classifiable diagnostic was captured in that block
test/python/test_user_dfb_reuse.py::test_synchronized_reset_terminates_producer_epoch[l1-two-core-selected-bf16],pytest,JIT compilation failure (detailed cause unavailable),emulator JIT compilation,high (compilation failure observed; detailed cause not inferred),RuntimeError: jit_compile_kernel: compiler failed (exit 256) for kernel: /tmp/default/ttlang_kernel_compute_5a92990f.cpp,pytest-report.xml,failure,1,python.test_user_dfb_reuse,test_synchronized_reset_terminates_producer_epoch[l1-two-core-selected-bf16],junit,,,Exact parametrized heading and traceback source/function match JUnit; no classifiable diagnostic was captured in that block
test/python/test_user_dfb_reuse.py::test_synchronized_reset_terminates_producer_epoch[l1-two-core-selected-f32],pytest,JIT compilation failure (detailed cause unavailable),emulator JIT compilation,high (compilation failure observed; detailed cause not inferred),RuntimeError: jit_compile_kernel: compiler failed (exit 256) for kernel: /tmp/default/ttlang_kernel_compute_5a92990f.cpp,pytest-report.xml,failure,1,python.test_user_dfb_reuse,test_synchronized_reset_terminates_producer_epoch[l1-two-core-selected-f32],junit,,,Exact parametrized heading and traceback source/function match JUnit; no classifiable diagnostic was captured in that block
test/python/test_user_dfb_reuse.py::test_synchronized_reset_terminates_producer_epoch[l1-two-core-all-bf16],pytest,JIT compilation failure (detailed cause unavailable),emulator JIT compilation,high (compilation failure observed; detailed cause not inferred),RuntimeError: jit_compile_kernel: compiler failed (exit 256) for kernel: /tmp/default/ttlang_kernel_compute_9b69f69c.cpp,pytest-report.xml,failure,1,python.test_user_dfb_reuse,test_synchronized_reset_terminates_producer_epoch[l1-two-core-all-bf16],junit,,,Exact parametrized heading and traceback source/function match JUnit; no classifiable diagnostic was captured in that block
test/python/test_user_dfb_reuse.py::test_synchronized_reset_terminates_producer_epoch[l1-two-core-all-f32],pytest,JIT compilation failure (detailed cause unavailable),emulator JIT compilation,high (compilation failure observed; detailed cause not inferred),RuntimeError: jit_compile_kernel: compiler failed (exit 256) for kernel: /tmp/default/ttlang_kernel_compute_9b69f69c.cpp,pytest-report.xml,failure,1,python.test_user_dfb_reuse,test_synchronized_reset_terminates_producer_epoch[l1-two-core-all-f32],junit,,,Exact parametrized heading and traceback source/function match JUnit; no classifiable diagnostic was captured in that block
test/python/test_user_dfb_reuse.py::test_repeated_synchronized_reset_run[dram-selected-bf16],pytest,JIT RISC-V / DFB reset-reconfiguration,emulator JIT compilation,high (observed diagnostic),/tmp/default/ttlang_kernel_read_195fdae2.cpp:57:16: error: invalid instruction mnemonic 'lw',pytest-report.xml,failure,1,python.test_user_dfb_reuse,test_repeated_synchronized_reset_run[dram-selected-bf16],junit+exact-pytest-failure-block,pytest.log,146980,Exact parametrized heading and traceback source/function match JUnit
test/python/test_user_dfb_reuse.py::test_repeated_synchronized_reset_run[dram-selected-f32],pytest,JIT RISC-V / DFB reset-reconfiguration,emulator JIT compilation,high (observed diagnostic),/tmp/default/ttlang_kernel_write_a151db1d.cpp:68:16: error: invalid instruction mnemonic 'sw',pytest-report.xml,failure,1,python.test_user_dfb_reuse,test_repeated_synchronized_reset_run[dram-selected-f32],junit+exact-pytest-failure-block,pytest.log,148178,Exact parametrized heading and traceback source/function match JUnit
test/python/test_user_dfb_reuse.py::test_repeated_synchronized_reset_run[dram-all-bf16],pytest,JIT compilation failure (detailed cause unavailable),emulator JIT compilation,high (compilation failure observed; detailed cause not inferred),RuntimeError: jit_compile_kernel: compiler failed (exit 256) for kernel: /tmp/default/ttlang_kernel_compute_159a23b2.cpp,pytest-report.xml,failure,1,python.test_user_dfb_reuse,test_repeated_synchronized_reset_run[dram-all-bf16],junit,,,Exact parametrized heading and traceback source/function match JUnit; no classifiable diagnostic was captured in that block
test/python/test_user_dfb_reuse.py::test_repeated_synchronized_reset_run[dram-all-f32],pytest,JIT compilation failure (detailed cause unavailable),emulator JIT compilation,high (compilation failure observed; detailed cause not inferred),RuntimeError: jit_compile_kernel: compiler failed (exit 256) for kernel: /tmp/default/ttlang_kernel_compute_159a23b2.cpp,pytest-report.xml,failure,1,python.test_user_dfb_reuse,test_repeated_synchronized_reset_run[dram-all-f32],junit,,,Exact parametrized heading and traceback source/function match JUnit; no classifiable diagnostic was captured in that block
test/python/test_user_dfb_reuse.py::test_repeated_synchronized_reset_run[l1-selected-bf16],pytest,JIT compilation failure (detailed cause unavailable),emulator JIT compilation,high (compilation failure observed; detailed cause not inferred),RuntimeError: jit_compile_kernel: compiler failed (exit 256) for kernel: /tmp/default/ttlang_kernel_compute_159a23b2.cpp,pytest-report.xml,failure,1,python.test_user_dfb_reuse,test_repeated_synchronized_reset_run[l1-selected-bf16],junit,,,Exact parametrized heading and traceback source/function match JUnit; no classifiable diagnostic was captured in that block
test/python/test_user_dfb_reuse.py::test_repeated_synchronized_reset_run[l1-selected-f32],pytest,JIT compilation failure (detailed cause unavailable),emulator JIT compilation,high (compilation failure observed; detailed cause not inferred),RuntimeError: jit_compile_kernel: compiler failed (exit 256) for kernel: /tmp/default/ttlang_kernel_compute_159a23b2.cpp,pytest-report.xml,failure,1,python.test_user_dfb_reuse,test_repeated_synchronized_reset_run[l1-selected-f32],junit,,,Exact parametrized heading and traceback source/function match JUnit; no classifiable diagnostic was captured in that block
test/python/test_user_dfb_reuse.py::test_repeated_synchronized_reset_run[l1-all-bf16],pytest,JIT compilation failure (detailed cause unavailable),emulator JIT compilation,high (compilation failure observed; detailed cause not inferred),RuntimeError: jit_compile_kernel: compiler failed (exit 256) for kernel: /tmp/default/ttlang_kernel_compute_159a23b2.cpp,pytest-report.xml,failure,1,python.test_user_dfb_reuse,test_repeated_synchronized_reset_run[l1-all-bf16],junit,,,Exact parametrized heading and traceback source/function match JUnit; no classifiable diagnostic was captured in that block
test/python/test_user_dfb_reuse.py::test_repeated_synchronized_reset_run[l1-all-f32],pytest,JIT compilation failure (detailed cause unavailable),emulator JIT compilation,high (compilation failure observed; detailed cause not inferred),RuntimeError: jit_compile_kernel: compiler failed (exit 256) for kernel: /tmp/default/ttlang_kernel_compute_159a23b2.cpp,pytest-report.xml,failure,1,python.test_user_dfb_reuse,test_repeated_synchronized_reset_run[l1-all-f32],junit,,,Exact parametrized heading and traceback source/function match JUnit; no classifiable diagnostic was captured in that block
test/python/test_user_dfb_reuse.py::test_synchronized_reset_executes_above_physical_index_31,pytest,JIT RISC-V / DFB reset-reconfiguration,emulator JIT compilation,high (observed diagnostic),/tmp/default/ttlang_kernel_write_c0539066.cpp:68:16: error: invalid instruction mnemonic 'sw',pytest-report.xml,failure,1,python.test_user_dfb_reuse,test_synchronized_reset_executes_above_physical_index_31,junit+exact-pytest-failure-block,pytest.log,154474,Exact parametrized heading and traceback source/function match JUnit
test/python/test_user_dfb_reuse.py::test_synchronized_reset_supports_packed_and_integer_subtiles[dram-bfp4-8x32-dm],pytest,JIT RISC-V / DFB reset-reconfiguration,emulator JIT compilation,high (observed diagnostic),/tmp/default/ttlang_kernel_compute_6d5ebac3.cpp:66:16: error: invalid instruction mnemonic 'sw',pytest-report.xml,failure,1,python.test_user_dfb_reuse,test_synchronized_reset_supports_packed_and_integer_subtiles[dram-bfp4-8x32-dm],junit+exact-pytest-failure-block,pytest.log,155668,Exact parametrized heading and traceback source/function match JUnit
test/python/test_user_dfb_reuse.py::test_synchronized_reset_supports_packed_and_integer_subtiles[dram-uint8-1x16-dm],pytest,JIT RISC-V / DFB reset-reconfiguration,emulator JIT compilation,high (observed diagnostic),/tmp/default/ttlang_kernel_compute_6d5ebac3.cpp:66:16: error: invalid instruction mnemonic 'sw',pytest-report.xml,failure,1,python.test_user_dfb_reuse,test_synchronized_reset_supports_packed_and_integer_subtiles[dram-uint8-1x16-dm],junit+exact-pytest-failure-block,pytest.log,156802,Exact parametrized heading and traceback source/function match JUnit
test/python/test_user_dfb_reuse.py::test_synchronized_reset_supports_packed_and_integer_subtiles[dram-bfp4-32x32-compute],pytest,JIT RISC-V / DFB reset-reconfiguration,emulator JIT compilation,high (observed diagnostic),/tmp/default/ttlang_kernel_write_0d649eab.cpp:68:16: error: invalid instruction mnemonic 'sw',pytest-report.xml,failure,1,python.test_user_dfb_reuse,test_synchronized_reset_supports_packed_and_integer_subtiles[dram-bfp4-32x32-compute],junit+exact-pytest-failure-block,pytest.log,157936,Exact parametrized heading and traceback source/function match JUnit
test/python/test_user_dfb_reuse.py::test_synchronized_reset_supports_packed_and_integer_subtiles[dram-uint16-16x32-compute],pytest,JIT RISC-V / DFB reset-reconfiguration,emulator JIT compilation,high (observed diagnostic),/tmp/default/ttlang_kernel_write_f57f81f8.cpp:68:16: error: invalid instruction mnemonic 'sw',pytest-report.xml,failure,1,python.test_user_dfb_reuse,test_synchronized_reset_supports_packed_and_integer_subtiles[dram-uint16-16x32-compute],junit+exact-pytest-failure-block,pytest.log,159106,Exact parametrized heading and traceback source/function match JUnit
test/python/test_user_dfb_reuse.py::test_synchronized_reset_supports_packed_and_integer_subtiles[l1-bfp4-8x32-dm],pytest,JIT compilation failure (detailed cause unavailable),emulator JIT compilation,high (compilation failure observed; detailed cause not inferred),RuntimeError: jit_compile_kernel: compiler failed (exit 256) for kernel: /tmp/default/ttlang_kernel_compute_6d5ebac3.cpp,pytest-report.xml,failure,1,python.test_user_dfb_reuse,test_synchronized_reset_supports_packed_and_integer_subtiles[l1-bfp4-8x32-dm],junit,,,Exact parametrized heading and traceback source/function match JUnit; no classifiable diagnostic was captured in that block
test/python/test_user_dfb_reuse.py::test_synchronized_reset_supports_packed_and_integer_subtiles[l1-uint8-1x16-dm],pytest,JIT compilation failure (detailed cause unavailable),emulator JIT compilation,high (compilation failure observed; detailed cause not inferred),RuntimeError: jit_compile_kernel: compiler failed (exit 256) for kernel: /tmp/default/ttlang_kernel_compute_6d5ebac3.cpp,pytest-report.xml,failure,1,python.test_user_dfb_reuse,test_synchronized_reset_supports_packed_and_integer_subtiles[l1-uint8-1x16-dm],junit,,,Exact parametrized heading and traceback source/function match JUnit; no classifiable diagnostic was captured in that block
test/python/test_user_dfb_reuse.py::test_synchronized_reset_supports_packed_and_integer_subtiles[l1-bfp4-32x32-compute],pytest,JIT compilation failure (detailed cause unavailable),emulator JIT compilation,high (compilation failure observed; detailed cause not inferred),RuntimeError: jit_compile_kernel: compiler failed (exit 256) for kernel: /tmp/default/ttlang_kernel_compute_ecf6d815.cpp,pytest-report.xml,failure,1,python.test_user_dfb_reuse,test_synchronized_reset_supports_packed_and_integer_subtiles[l1-bfp4-32x32-compute],junit,,,Exact parametrized heading and traceback source/function match JUnit; no classifiable diagnostic was captured in that block
test/python/test_user_dfb_reuse.py::test_synchronized_reset_supports_packed_and_integer_subtiles[l1-uint16-16x32-compute],pytest,JIT compilation failure (detailed cause unavailable),emulator JIT compilation,high (compilation failure observed; detailed cause not inferred),RuntimeError: jit_compile_kernel: compiler failed (exit 256) for kernel: /tmp/default/ttlang_kernel_compute_ecf6d815.cpp,pytest-report.xml,failure,1,python.test_user_dfb_reuse,test_synchronized_reset_supports_packed_and_integer_subtiles[l1-uint16-16x32-compute],junit,,,Exact parametrized heading and traceback source/function match JUnit; no classifiable diagnostic was captured in that block
test/python/test_user_dfb_reuse.py::test_selected_reset_preserves_non_target_live_aliases,pytest,JIT RISC-V / DFB reset-reconfiguration,emulator JIT compilation,high (observed diagnostic),/tmp/default/ttlang_kernel_compute_e5e81d3c.cpp:66:16: error: invalid instruction mnemonic 'sw',pytest-report.xml,failure,1,python.test_user_dfb_reuse,test_selected_reset_preserves_non_target_live_aliases,junit+exact-pytest-failure-block,pytest.log,163464,Exact parametrized heading and traceback source/function match JUnit
test/python/test_user_dfb_reuse.py::test_allocation_group_reuses_interleaved_reset_epochs[dram-bf16],pytest,JIT RISC-V / DFB reset-reconfiguration,emulator JIT compilation,high (observed diagnostic),/tmp/default/ttlang_kernel_write_fca62ccf.cpp:68:16: error: invalid instruction mnemonic 'sw',pytest-report.xml,failure,1,python.test_user_dfb_reuse,test_allocation_group_reuses_interleaved_reset_epochs[dram-bf16],junit+exact-pytest-failure-block,pytest.log,164620,Exact parametrized heading and traceback source/function match JUnit
test/python/test_user_dfb_reuse.py::test_allocation_group_reuses_interleaved_reset_epochs[dram-f32],pytest,JIT RISC-V / DFB reset-reconfiguration,emulator JIT compilation,high (observed diagnostic),/tmp/default/ttlang_kernel_write_175f9644.cpp:68:16: error: invalid instruction mnemonic 'sw',pytest-report.xml,failure,1,python.test_user_dfb_reuse,test_allocation_group_reuses_interleaved_reset_epochs[dram-f32],junit+exact-pytest-failure-block,pytest.log,165895,Exact parametrized heading and traceback source/function match JUnit
test/python/test_user_dfb_reuse.py::test_allocation_group_reuses_interleaved_reset_epochs[l1-bf16],pytest,JIT compilation failure (detailed cause unavailable),emulator JIT compilation,high (compilation failure observed; detailed cause not inferred),RuntimeError: jit_compile_kernel: compiler failed (exit 256) for kernel: /tmp/default/ttlang_kernel_compute_46e7eaf2.cpp,pytest-report.xml,failure,1,python.test_user_dfb_reuse,test_allocation_group_reuses_interleaved_reset_epochs[l1-bf16],junit,,,Exact parametrized heading and traceback source/function match JUnit; no classifiable diagnostic was captured in that block
test/python/test_user_dfb_reuse.py::test_allocation_group_reuses_interleaved_reset_epochs[l1-f32],pytest,JIT compilation failure (detailed cause unavailable),emulator JIT compilation,high (compilation failure observed; detailed cause not inferred),RuntimeError: jit_compile_kernel: compiler failed (exit 256) for kernel: /tmp/default/ttlang_kernel_compute_46e7eaf2.cpp,pytest-report.xml,failure,1,python.test_user_dfb_reuse,test_allocation_group_reuses_interleaved_reset_epochs[l1-f32],junit,,,Exact parametrized heading and traceback source/function match JUnit; no classifiable diagnostic was captured in that block
test/python/test_user_dfb_reuse.py::test_nested_unknown_reset_target_does_not_reverse_reset_order[dram-bf16],pytest,JIT RISC-V / DFB reset-reconfiguration,emulator JIT compilation,high (observed diagnostic),/tmp/default/ttlang_kernel_write_65d8e837.cpp:68:16: error: invalid instruction mnemonic 'sw',pytest-report.xml,failure,1,python.test_user_dfb_reuse,test_nested_unknown_reset_target_does_not_reverse_reset_order[dram-bf16],junit+exact-pytest-failure-block,pytest.log,168912,Exact parametrized heading and traceback source/function match JUnit
test/python/test_user_dfb_reuse.py::test_nested_unknown_reset_target_does_not_reverse_reset_order[dram-f32],pytest,JIT RISC-V / DFB reset-reconfiguration,emulator JIT compilation,high (observed diagnostic),/tmp/default/ttlang_kernel_write_d9402262.cpp:68:16: error: invalid instruction mnemonic 'sw',pytest-report.xml,failure,1,python.test_user_dfb_reuse,test_nested_unknown_reset_target_does_not_reverse_reset_order[dram-f32],junit+exact-pytest-failure-block,pytest.log,170211,Exact parametrized heading and traceback source/function match JUnit
test/python/test_user_dfb_reuse.py::test_nested_unknown_reset_target_does_not_reverse_reset_order[l1-bf16],pytest,JIT compilation failure (detailed cause unavailable),emulator JIT compilation,high (compilation failure observed; detailed cause not inferred),RuntimeError: jit_compile_kernel: compiler failed (exit 256) for kernel: /tmp/default/ttlang_kernel_compute_86721662.cpp,pytest-report.xml,failure,1,python.test_user_dfb_reuse,test_nested_unknown_reset_target_does_not_reverse_reset_order[l1-bf16],junit,,,Exact parametrized heading and traceback source/function match JUnit; no classifiable diagnostic was captured in that block
test/python/test_user_dfb_reuse.py::test_nested_unknown_reset_target_does_not_reverse_reset_order[l1-f32],pytest,JIT compilation failure (detailed cause unavailable),emulator JIT compilation,high (compilation failure observed; detailed cause not inferred),RuntimeError: jit_compile_kernel: compiler failed (exit 256) for kernel: /tmp/default/ttlang_kernel_compute_86721662.cpp,pytest-report.xml,failure,1,python.test_user_dfb_reuse,test_nested_unknown_reset_target_does_not_reverse_reset_order[l1-f32],junit,,,Exact parametrized heading and traceback source/function match JUnit; no classifiable diagnostic was captured in that block
test/python/test_user_dfb_reuse.py::test_disjoint_incompatible_static_configurations_do_not_reuse_dfb[dram],pytest,Numerical: incompatible static DFB configurations,runtime result validation,high (observed mismatch; root cause not inferred),Mismatched elements: 992 / 2048,pytest-report.xml,failure,1,python.test_user_dfb_reuse,test_disjoint_incompatible_static_configurations_do_not_reuse_dfb[dram],junit,,,
